sl.no.,brand,name,reviews date added,reviews do recommend,reviews num helpful,reviews rating,reviews,reviews ritle,reight
2311,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,when was a kid my mama would put carmex on lips then when she went to sleep i would roll the jar around the house carmex has been i part of life for 30 years and use it for my kids my 3 year old tries to eat it but now know how to use it,my mama,
2312,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have been religiously used the original lip balm jar since I was seventeen and now I'm forty-one. I love it because of the fragrance and the silky feel. The taste is good too. I can't imagine replacing my carmex with anything else!!!!,Sometimes you can't beat going with the original..,
2313,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I have tried other enticing lip balms over the years but they never live up to Carmex Lip Balm Jar. I always come back to this for the same reasons...It works, it moistens my lips for a much longer period of time than other competitors.",The only TRUE healing lip balm,
2314,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have been wearing Carmex since I was a child. I am 34 now and still apply it almost everyday. recently I was on mediation that really dried out my lips and Carmex was the only thing that worked. LOVE IT. A must in my makeup bag/purse.,Never leave home without one!,
2315,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,We always purchase Carmex Lip Balm in the jar. It is usually hard to find so when we do find it we empty the shelf to have it on hand. Winters can be harsh in Pennsylvania so we do not want to run out it keeps you lips soft year round,Always on hand,
2316,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,FALSE,,5,"my son Cody always got chapped around the outside of his mouth ,in the winter time and his cheeks.We would put carmex on it,ad within a day it would heal it up and it would be gone.we love this stuff,it seems to work on almost everything.",chapped,
2317,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I have been using Carmax for at least 20 years or more! I use nothing else for my lips but Carmax. Due to cold sores since I was 14, no other products work. No lipsticks, It is a everyday thing for me no exaggerating that is the truth!",20 years and still going!,
2318,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I keep this on my nightstand and use it as part of my night time moisturizing. I love the way my lips feel in the morning. I forgot it on vacation once and could tell a huge difference. I love how lightweight but effective it is.,Perfect overnight balm - never fails,
2319,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"Everyone in our house uses Carmex for chapped lips but that's not the only use! My husband has found it to be most helpful for the cracked skin around his fingernails. It provides relief from pain and helps to heal these sore spots, too.",Carmex - Not just for the chapped lips!,
2320,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,This was the first Carmex product I tried. I remember putting it every night before going to bed and waking in the morning with my lips feeling rejuvenated and fresh. I also used it during the day to protect my lips from the sun.,Great lip balm,
2321,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I use this on my lips all year long for soft kissable lips! I also use it on my upper lip and outside my nose when I have a cold. I put it on at night and when I wake up in the morning you would never know my skin was sore or chapped!,"Love, love, love the original jar!",
2322,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I purchase about 5 Carmex Lip Balms per month I enjoy the silky smooth texture it gives my lips. I love the feel and so does my husband. I make sure I always have a jar in my purse, car, work, every where. I really enjoy your product.",Soft Silky Lips,
2323,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,4,"I've tried lip balm in sticks and tubes, but the Carmex jar is still the best container. Maybe it's just habit but the unscrew and finger dip applies the protection and revitalization of Carmex more satisfactorily than any other method.",Still the best container!,
2324,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I have used the original Carmex Lip Balm Jar for as long as I can remember. It's my go-to for lip care. Living at high altitude means dry air and chapped lips, so I keep Carmex handy at all times (purse, bathroom, computer table, etc.).",My Tried True Lip Care,
2325,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I have been buying Carmex in the jar for over 30 years. I have found many other uses for Carmex, for more than just soft, great, healthy lips. I love my Carmex, and do not feel dressed without it. Try it!! You will LOVE it. Thank you Carmex for keeping my lips looking and feeling the BEST!",Tons of Uses,
2326,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I LOVE Carmex lipbalm! I have been using it since I was a small child! I love the smell of it! I use it all the time!!,best lip balm out there!,
2327,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"Living in Michigan you tend to have to endure some frigid winters. With the cold temperatures you also deal with cold winds that dry your skin and chap your lips. Using Carmex, you not only heal your chapped lips, you also create a great barrier that helps prevent them from capping again.",Almos r a necessity In Michigan,
2328,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I've used the lip balm jar for quite a few years now. Needless to say that I have no complaints about it. Live in TX where it is hot as heck and my lips don't dry out. Just make sure you put it on before going outside, never put it on as your walking, you'll get sunburned lips. No joke.",Keeps my lips moist and supple,
2329,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have been using the regular jar for over 40 years now. Carmex is great at stopping a fever blister before it even gets going. I like the little magic in the jar. It is easy to spot in cabinet and easy to feel for in bottom of my purse. Trust Carmex it's the best and has been for years.,Works Like a Charm,
2330,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I have very dry and chapped lips, by the way I have a very bad habit, that I would like to rubber my lips when I feel there's dead skins on them. So my lips are often chapped and blooding. Since I use this carmex lip balsam, I can keep my lips always im guten Zustand! Really love it",heals my lips extremely well,
2331,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I got carmex 5 weeks ago and when I got it my lips were cracked after just 5 days my lips were smooth and heeld,love it,
2332,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I have been using this product since I was a teenager. Long summer days filled with too much sun caused havoc on my lips, but Carmex saved them. I still use it every night besides when I'm in the sun. I have passed this secret down to my teenage daughters, who refuse to use anything else.",Overnight results,
2333,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,FALSE,,5,I enjoyed using carmex and it was good buuuuuut mih lips is still chapped dried and it feels rrrrrough on both sides so all I wanted is just to heeeeeeeal it up to get back to smoothness,way of using carmex,
2334,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I have to have this little tub of moisture. The relief is unbelievable when my lips are chapped. Also, I find it soothing when I've been sitting out at one of my kids games all day in the wind and sun! Honestly have one of these in my car, purse and the kids have them in their backpacks.",Can't live without this product,
2335,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"Not only does Carmex cure my chapped lips in no time, it also cures my sore and burned nose during cold and flu time. If you haven't tried it on your tissue burned nose, I urge to to try it. It works so good! Plus, the minty eucalyptus type smell opens your nostrils. 3 birds, one stone!",tissue burn,
2336,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,My favorite lip product for years. I always keep multiples around the house and in my car.,great look and feel,
2337,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"When my son was small, he got his own jar of Carmex and he thought he was SO big! He would put it on his lips, mosquito bites, any scratch. We bought Carmex for every car and every jacket pocket. Worked wonders....even on the bug bites! Carmex is an old family friend, trusted and loved.","Kid friendly, mom approved....",
2338,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I love Carmex!! However it is really difficult to find here in Brazil!,All Perfect!!!!,
2339,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"It's been a year since I started using this product and I'm glad to say it changed my lips for the better! I've recommended this product to many friends who have dry, chapped lips like myself and they share the same feelings. Definitely will be repurchasing this for a very long time.",HOLY GRAIL,
2340,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"Carmex lip balm jar is my absolute go to when my lips are really dry, chapped or cracked. No other will do for me. It's smooth, not greasy, and leaves my lips feeling soft and hydrated. There's just something about the little jar packed full of relief that is a must in my household :)",My Go to!,
2341,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"In the jar is best! It goes on so creamy-smooth soft has a hint of vanilla scent a sweet taste w/ just the right amount of menthol. CARMEX is the best lip balm, period. I can't stop using it, especially in the winter summer months. You just don't mess w/ or replace a classic.",Is This Stuff Addicting or What!,
2342,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I ONLY use CARMEX and I use it year round. Summer: wind sun burned lips Spring: wind burn for extra moisture Fall: extra moisture Winter: cold sore chapped lips. ALL SEASONS for all reasons! The jar just makes it easier for carrying (when I stock up)storing! THANKYOU,CARMEX! )",ALL SEASONS ....ALL REASONS,
2343,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I don't know why I like the jar better than the tube or stick, but I have tried them all. I will always use the jar. Everyone says I have an addiction to Carmex. Carry it in my car, purse, next to my bed, in my desk at work. Yes..... It WORKS!!!! I lip my lips a lot and it stays on!",My Favorite,
2344,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"My mother used this on me when I was little and I continue to use it today. I thought I was strange because all my friends always had chapstick but not me, I had my Carmex and the most awesome thing in the world is that both me and my boyfriend use it! I guess we are just that awesome!",All these years and still awesome!,
2345,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"Occasionally in the winter I get chapped lips. Not something that happens often, but when it does I absolutely must have my Carmex in the jar. It is the only thing that heals my lips fast. I've tried other products, but Carmex is the one I depend on.",Tried and True That I Run To With Chapped Lips,
2346,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have been buying this product for many years and wouldn't think of buying another brand. It has stood the test of time in protecting and healing my dry chapped lips. Keep up the good work. I recommend this product to anyone. Cheers!!! for Carmex!!,What a product!!!!!,
2347,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"Loyal customer, fan unofficial-PR person for this product, aka best lip balm ever!!! Always perfectly moisturizing, healing and effective long after initial use. Perfect as base, lip balm or solution to chapped lips, cold sores and more! Stock up!!",Best Balm EVER,
2348,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,works really well during the day for long lasting moisture and overnight to loosen up that gross dead skin on your lips . Smells great I go through a bunch of them. My younger brother often tries to pull one over on me and snag a couple jars.,Classic product,
2349,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,The jar container is my other favorite because I can leave it in my car without worrying that it will melt and leak like the ones in the tubes sometimes do. I love that I can have the product at hand no matter where I am or where I'm going.,Nice!,
2350,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have used Carmex since I was a little girl. I frequently get cold sores and this is the only thing that helps clear them up in a timely manner. I have tried the more expensive treatments and none worked on me. I don't leave leave home without it!,Best ever for multiple things!,
2351,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I have used this product for years, literally over 30 years. I work out in the weather and it heals and protects in all types of weather. Have one in my vehicle and house.",Life Saver,
2352,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I have a problem with cold sores - usually keep Abreva on hand, but I have found that Carmex really helps with the discomfort of having a cold sore. So in addition to using it as a moisturizer, I now use it every time I have a cold sore outbreak.",Great product - Moisturizes Plus!!,
2353,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,Carmex is a must have in my family especially in the winter time. Our grandmother taught us to buy the Carmex lip balm jar to keep favorite earrings in when it was empty!! I love how smooth it makes my lips feel and how long it protects my lips!!,Family Favorite,
2354,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,FALSE,,1,"I bought this 4 days ago as my lips had become sore in the cold weather, unfortunately I had a burning sensation on my lips, I washed it off and tried it again the next day with the same sensation.",Great size pot,
2355,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,4,This stuff may not smell the best but it's perfection in a jar. It's smooth and thick but not greasy and will protect your lips especially in the winter. I use it to help cold sores heal but I also use it to help protect from them. Affordable too.,The real OG!,
2356,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,-I have been using Carmex since the mid 1980's when It was still in the little glass pots. I keep the empties and refill them. There's something about the weight and feel. -I have used a lot of different lip balms and Carmex is the best by far.,The Original is Best for Me,
2357,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I had dry lips and my lips were pealing and my husband knew I needed this because I had an engagement to go to and I wouldn't go looking like this so he bought it for me and said use it and it worked in a few hours and my lips looked a lot better,Got it just in time,
2358,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,4,"this product seemed to help my cold sore heal faster! I've never used it previously and this time my cold sore only lasted a few days, and didn't seem to get as bad as it usually does. Amazing for the price!!! Skip expensive Abreva and use this!",seemed to help more cold sore heal faster!!!,
2359,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I have been using Carmex Original for many years! I have tried other lip balms, but nothing works as good as Carmex. I have a bad habit of chewing my lips and I apply Carmex every night and by morning they have healed. I won't use anything else!",The only one I use!,
2360,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have never run out of this caramel for as long as I can remember. I keep at least 2-3 on hand at all times. There is always 1 sitting next to me. Never stop making the container as I feel it works quicker and more effectively that the stick,Can't leave home without it!,
2361,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I bought this on a whim around 5 days ago, and I'm so glad I did. The results were instant and my dry, chapped lips were gone straight away, and it lasts for hours! Definitely purchasing again.",Instant Results,
2362,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have used this since i was little.Its my favorite lipbalm too.I can buy lipbalms but I Will still perfer this one.I use it every night before I go to bed.,the best lip balm ever,
2363,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I've been using this product for 40 something year's it's always been there for me. It taste great and it sooths, and heals sore chapped lips. Thank you for making such a great product.",Fanstic!,
2364,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have been using for over 40 years and love. Keeps lips soft and full. Rarely do I even use lipstick for color. I prefer original jar texture to other containers. Hope to use the rest of my days for lovely lips!,Daily Essential,
2365,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I started using Carmex as a CNA. It is the only brand I can count on to heal my supper sensitive and dry skin. I wish you sold a larger container.,Absolutely the best!,
2366,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,FALSE,,5,"I bought it six months ago. I never have any lip balm as good as Carmex. It is very cheap and I dont have to use a lot Carmex on my lips, but it helps on my lips!",This is the best lip balm in the World!,
2367,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I've been using Carmex in the jar for a long time. It's my favorite product to use on my lips. Works nice on cracked lips, especially on the side of my mouth. One or two applications and the red dry cracks are gone!",Works fast in healing!,
2368,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have been using Carmex for chapped lips since my lips were always chapped when I was a kid. My Dad gave it to me and said this works great and Dad's know everything. That was 64 years ago and I still use it today.,Past to the Present,
2369,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I remember being a kid and my grandma used to use this on the entire family during cold, Winter months keeping our lips healthy and soft. Never missing carmex in my purse I now continue the legacy with my children.","Old School Quality, Stays True",
2370,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,FALSE,,1,I have been using Carmex for 40+ years. My old containers list Alum as an active ingredient. Your new original formula does not list Alum. What gives,It's not the original formula!,
2371,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"Ive been using Carmex Lip Balm for many,many years.Oh yeah,Ive been talked into trying others,but always came back to Carmex.Theres nothing better and it works fast.Carmex Lip Balm is my forever go to lip balm!!",Nothing Better for my lips!!,
2372,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,4,"I love the original jar Carmex lip balm, I can't live without it during the dry and brutal winter every year. It save my lips from look like flicking fish scales to smooth as baby bottom lips. I absolutely love it.",The rescue to my lips,
2373,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,FALSE,,2,The long time favorite container now has a severely indented bottom end this allowing for less product. Very disappointed by this new implementation. Smaller for the same great higher price.,Smaller container,
2374,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I buy the carmex in the tub becuase it is how my mother always had it we wood open it up and smell that wonderful carmex scent. Glides on smooth but its scent is what I love the best no other brand smells like it.,Reliable Lip Care,
2375,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have used Carmex for years. I have tried other products but nothing compares to Carmex in keeping my lips protected from the heat of summer or the cold of winter. Thank you for making such an amazing product!,Love My Carmex!!!!,
2376,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,The original Carmex is my go to product. I use this every morning after washing my face and this product makes my lips feel like silk the whole day. The Carmex jar can last me a couple months too so that's a plus.,Silk in a jar,
2377,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,This is the only lip product I use. I wouldn't get through the winter without it. Sometimes when I have a cold and my nose is sore I will even put a little bit on my nose before I go to bed and it really helps.,Amazing,
2378,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I always prefer this one because it's really very smooth to lips til the very last in the jar! Unlike the other lip balm that's not do their job after couple use.. So I always stick with this one! The original!,Number 1 only one!,
2379,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I buy these often and try to keep 1 in each purse. Love the reliability of the product... it's great all year long, but especially during the fall and winter! Great for use before applying lipstick too!",Memorable Moisturization,
2380,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I've used this for past 20 years. Bought it one winter and realized not only did it heal my chapped lips but I use it nightly and feel it's keeps my lips from getting dry or cracked overnight. Love the smell too!,Great healing balm,
2381,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,this little jar's contents are the item to go to when those stress or seasonal painful eruptions appear on my poor husband's lips. saves the day everytime and it applied soon enough shortens the time of distress.,necessary element in first aid kit,
2382,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I carry one of these in my purse all the time. I love that it is in a small jar so I can find it with no problem. It works great and my lips and they never get chapped when I use regularly. I love the product.,Great packaging,
2383,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I always have a jar of this in my purse on my desk. I've used this product since I was a kid. This is the only thing that I don't get sick of, that doesn't explode all over my purse on hot days! It keeps me from chapping during the winter, which is more than I can say for any other lip product.",Still a favorite,
2384,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I bought Carmex several years ago when I had a big bad break out of cold sores that spread all over my lips. With in 2 to 3 weeks of using Carmex my lips and the cold sores were pretty much gone and the cold sores have pretty much have never come back. I have also gotten my brother to use Carmex to.,Lips and Cold Sores That Sometimes Do Not Heal,
2385,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I absolutely LOVE Carmex and am totally addicted to it! I love it so much and use it so much, that I actually kept all of my jars for a whole year to see how many I use. It ended up being 210 jars in a year! I always have 1 in my pocket, 1 in my car, 1 in my purse l, and 1 by my bed at all times!",Addicted to Carmex!!!!!!,
2386,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I have used Carmex branded products for years. My favorite is the jar. I apply this at night before bed as well as during the day. It stays on better than most other brands and my lips stay smooth and soft. I recommend all of the Carmex products. They are inexpensive and work wonders for your lips.,Great for severely dry/chapped lips,
2387,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I love it because my lips get chapped real fast and I grabbe it and that is my ride buddy and do melt fast but it is good using,Lip balm,
2388,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I had this laying around in my medicine basket, and one day I picked it up as a last resort to other lip repairs and I have to say I should of gone with this atype the start",Use it Every Night,
2389,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I know alot of people don't like potted lip balms but I am just the opposite. Carmex not only keeps my lips soft and healthy looking but I really love that Carmex tingle and the scent is the kind of different I appreciate. I've been using this since highschool and I'm 40 so its a life long love.,My HG lip buddy.,
2390,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I have been using this product since I was a child. My mom swore by it and now as a mom of 2, I swear by it. It is the only product that I can put on my kids or my lips before going to bed and wake up with completely healed lips during winter and cold and flu season. Best lip product out there!",A staple in our house,
2391,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"This is the only chapstick i use. It works amazing and a little bit goes a long way. Fixes chapped lips and doesn't have a nasty taste or smell. Since they are small and compact i keep one in my car, my purse, the medicine cabinet, and next to my bed. This is definitely one of my must have items.",Love this stuff!!!,
2392,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I have used Carmex lip balm as far back as I can remember. It has been around for ages because it works! It's a great value. It's never sticky or greasy, does not taste or smell weird (like some other ones,) is the best value. Buy multiples to have them at home, work, in your purse etc.",The Best Lip Balm Ever!,
2393,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I have used carmex for a very long time. I have a jar at work, at home, in my purse. When I feel a cold sore coming on, I immediately put some on my lips in my opinion, it definitely helps it heal much quicker. My kids know if their lips start to get chappy, they need to get their carmex on!",My Go-To,
2394,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,Carmex in the original jar is my go-to for everything from wind chapped lips to winter cracking and anytime my lips just feel a little dry. It works the best every time and although I've tried just about everything else on the planet- nothing beats Carmex. Carmex beats everything for anything.,Always Reliable,
2395,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"The current jar I am using, I got from my mother's house after she passed. My siblings were going to throw it away. I told them to take their hands off of it because she ad just purchased it in December, and this was March. The best lip balm my mother, bless her heart, ever introduced me to you!",Wonderful stuff!,
2396,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"ive been using this product a couple of days now ans has done absaloute wonders for me! ive always suffered very dry lips no matter what abd have always used vasaline that never worked, my lips are so soft and no cracks anymore!",soothing feeling,
2397,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"This little tin of Carmex is amazing, seems to last forever and is small enough to take anywhere and everywhere without getting damaged. This product seems to be a miracle worker I go from dry chapped lips to smoothhh moisturised lips in the space of minutes. CAN NOT GET ENOUGH OF CARMEX!!!!",my favourite little tin tin,
2398,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I've been using Carmex since my mom gave me a jar in high school and I've never gone back. Nothing else works even remotely as well I won't buy any lip balm if it's not Carmex. Thank you for making something so perfect! Please never change.,Perfect,
2399,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"O... M... G ! Carmen is THEE BEST !!! I have the jars,tubes,stick balm in every possible place ! Nightstand,glove box,medicine cabinet,duffle bag,purse,gym bag,locker,infamous junk drawer,jacket pocket,I can't live without it 365/24/7 !!! Thank you for the Worlds greatest product !!!!",Greatest product EVER !!!!,
2400,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I've been using carmex now I don't use anything else it's much better than blistex,great texture,
2401,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,A few weeks ago I was looking for the lip balm that I usually buy but the store didn't have any. I saw Carmex's Lip Balm Jar and thought I'd give it a try. So glad I decided to!! I really love it and the way it makes my lips feel. Now I know what one to buy the next time I need more....Carmex!,Glad I found this!,
2402,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,I was introduced to this when I entered the Army. In the PX there was tons of this stuff. All of us recruits got a jar and boy were we glad! It helped us get thru a horrible Oklahoma winter. 23 years later I never forgot how it saved me and still use it to this day. I'm sure those guys do too!,A Tradition,
2403,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,Out of all the lip protectors this is the only one that works.....and I have tried a lot of different chap sticks...trying to save money or wanting to get a good flavor or just the right color...doesn't matter...Carmex is the only one that works...thank you for making it!!,The Best!!!,
2404,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"My sister has used Carmex in a jar for years. She would even put it on her eyelids at night. LOL Not quite sure why, but never had sagging skin there! I loved the fragrance started using it myself way back when. I will never use anything else. It really conditions my lips.",The best balm,
2405,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,"I've used Carmex for years and am very happy with the product. I'm just curious, did the formula change It seems to smell different (maybe my sniffer has changed!). Please keep up the good product.",Good product.,
